code,name,time,netProfit ,netProfit Growth,eps,epsGrowth,interestRates,PE,dividendYield,payoutRatio,netAssetValue,currency,rate,year,month
00001,長江和記實業s,2015-12-01,118570.0,120.11,36.91,58.68,2.55,2.61,2.64,6.91,101.9347,港元,1.0,2015,12
00001,長江和記實業s,2016-12-01,33008.0,-72.16,8.55,-76.84,2.68,11.57,2.71,31.35,102.1778,港元,1.0,2016,12
00001,長江和記實業s,2017-12-01,35100.0,6.34,9.1,6.43,2.85,8.97,3.49,31.32,111.4805,港元,1.0,2017,12
00001,長江和記實業s,2018-12-01,39000.0,11.11,10.11,11.1,3.17,4.51,6.96,31.36,115.6958,港元,1.0,2018,12
00001,長江和記實業s,2019-12-01,39830.0,2.13,10.33,2.18,3.17,5.35,5.74,30.69,120.3984,港元,1.0,2019,12
00002,中電控股s,2015-12-01,15656.0,39.52,6.2,39.64,2.7,11.27,3.87,43.55,36.8572,港元,1.0,2015,12
00002,中電控股s,2016-12-01,12711.0,-18.81,5.03,-18.87,2.8,13.89,4.01,55.67,38.7936,港元,1.0,2016,12
00002,中電控股s,2017-12-01,14249.0,12.1,5.64,12.13,2.91,12.38,4.17,51.6,43.0236,港元,1.0,2017,12
00002,中電控股s,2018-12-01,13550.0,-4.91,5.36,-4.96,3.02,13.03,4.32,56.34,43.1645,港元,1.0,2018,12
00002,中電控股s,2019-12-01,4657.0,-65.63,1.84,-65.67,3.08,44.24,3.78,167.39,41.7404,港元,1.0,2019,12
00003,香港中華煤氣s,2015-12-01,7302.0,2.71,0.574,-6.67,0.35,26.1,2.34,60.98,4.5707,港元,1.0,2015,12
00003,香港中華煤氣s,2016-12-01,7341.0,0.53,0.525,-8.54,0.35,30.7,2.17,66.67,4.2409,港元,1.0,2016,12
00003,香港中華煤氣s,2017-12-01,8225.0,12.05,0.535,1.9,0.35,33.72,1.94,65.42,4.3209,港元,1.0,2017,12
00003,香港中華煤氣s,2018-12-01,9313.0,13.22,0.55,2.8,0.35,26.51,2.4,63.64,4.0556,港元,1.0,2018,12
00003,香港中華煤氣s,2019-12-01,6966.0,-25.2,0.412,-25.09,0.35,33.2,2.56,84.95,4.0556,港元,1.0,2019,12
00004,九龍倉集團s,2015-12-01,16024.0,-55.4,5.29,-55.4,1.9,11.77,3.05,35.92,101.5269,港元,1.0,2015,12
00004,九龍倉集團s,2016-12-01,21440.0,33.8,7.07,33.65,2.15,4.36,6.98,30.41,104.4835,港元,1.0,2016,12
00004,九龍倉集團s,2017-12-01,21876.0,2.03,7.21,1.98,1.59,3.55,6.21,22.05,46.7481,港元,1.0,2017,12
00004,九龍倉集團s,2018-12-01,6623.0,-69.72,2.18,-69.76,0.65,7.28,4.09,29.82,44.445,港元,1.0,2018,12
00004,九龍倉集團s,2019-12-01,3386.0,-48.88,1.11,-49.08,0.325,12.43,2.36,29.28,46.8593,港元,1.0,2019,12
00005,匯豐控股s,2015-12-01,104802.0,-1.28,5.0378,-5.86,3.9528,13.7,5.73,78.46,74.2013,港元,7.7505,2015,12
00005,匯豐控股s,2016-12-01,19222.0,-81.66,0.5428,-89.23,3.877,150.34,4.75,714.29,67.352,港元,7.754,2016,12
00005,匯豐控股s,2017-12-01,84376.0,338.95,3.7507,591.02,3.9851,18.05,5.89,106.25,73.1575,港元,7.814,2017,12
00005,匯豐控股s,2018-12-01,107537.0,27.45,4.9354,31.59,3.9953,10.7,7.57,80.95,71.6624,港元,7.834,2018,12
00005,匯豐控股s,2019-12-01,57491.0,-46.54,2.3361,-52.67,2.3361,16.59,6.03,100.0,69.407,港元,7.787000000000001,2019,12
00006,電能實業s,2015-12-01,7732.0,-87.33,3.62,-87.33,2.7,18.81,3.96,74.59,57.9109,港元,1.0,2015,12
00006,電能實業s,2016-12-01,6417.0,-17.01,3.01,-16.85,7.72,22.91,11.2,256.48,55.481,港元,1.0,2016,12
00006,電能實業s,2017-12-01,8319.0,29.64,3.9,29.57,16.3,14.01,29.83,417.95,44.7836,港元,1.0,2017,12
00006,電能實業s,2018-12-01,7636.0,-8.21,3.58,-8.21,2.8,14.11,5.54,78.21,39.1503,港元,1.0,2018,12
00006,電能實業s,2019-12-01,7131.0,-6.61,3.34,-6.7,2.8,15.37,5.45,83.83,40.0569,港元,1.0,2019,12
00007,香港金融集團,2015-12-01,-36.0,3.38,-0.0225,9.64,0.0,-37.33,0.0,0.0,0.2303,港元,1.0,2015,12
00007,香港金融集團,2016-12-01,-5.0,87.33,-0.0026,88.44,0.0,-426.92,0.0,0.0,0.3061,港元,1.0,2016,12
00007,香港金融集團,2017-12-01,12.0,87.33,0.0046,88.44,0.0,200.0,0.0,0.0,0.3318,港元,1.0,2017,12
00007,香港金融集團,2019-12-01,663.0,314.19,0.1657,264.18,0.0,4.71,0.0,0.0,0.7667,港元,1.0,2019,12
00008,電訊盈科s,2015-12-01,2295.0,-30.66,0.3058,-32.26,0.25,14.98,5.46,81.75,1.4465,港元,1.0,2015,12
00008,電訊盈科s,2016-12-01,2051.0,-10.63,0.2679,-12.39,0.2833,16.35,6.47,105.75,1.5578,港元,1.0,2016,12
00008,電訊盈科s,2017-12-01,2038.0,-0.63,0.2645,-1.27,0.2975,17.81,6.32,112.48,2.4859,港元,1.0,2017,12
00008,電訊盈科s,2018-12-01,897.0,-55.99,0.1163,-56.03,0.3124,41.27,6.51,268.62,2.2145,港元,1.0,2018,12
00008,電訊盈科s,2019-12-01,681.0,-24.08,0.0883,-24.08,0.3218,52.66,6.92,364.44,2.0128,港元,1.0,2019,12
00009,金奧國際,2015-12-01,-644.0,-261.47,-0.4234,-217.39,0.0,-0.76,0.0,0.0,0.5758,港元,1.0,2015,12
00009,金奧國際,2016-12-01,-329.0,48.92,-0.1454,65.66,0.0,-1.96,0.0,0.0,0.5855,港元,1.0,2016,12
00009,金奧國際,2017-12-01,-395.0,-20.29,-0.1465,-0.76,0.0,-1.48,0.0,0.0,0.4069,港元,1.0,2017,12
00009,金奧國際,2018-12-01,-354.0,10.46,-0.1084,26.01,0.0,-1.11,0.0,0.0,0.2816,港元,1.0,2018,12
00009,金奧國際,2019-12-01,-289.0,18.39,-0.081,25.28,0.0,-1.36,0.0,0.0,0.2816,港元,1.0,2019,12
00010,恒隆集團s,2015-12-01,3211.0,-52.95,2.37,-52.98,0.8,12.83,2.63,33.76,55.6974,港元,1.0,2015,12
00010,恒隆集團s,2016-12-01,3713.0,15.63,2.73,15.19,0.8,11.1,2.64,29.3,55.5492,港元,1.0,2016,12
00010,恒隆集團s,2017-12-01,5314.0,43.12,3.9,42.86,0.8,5.74,3.57,20.51,61.0404,港元,1.0,2017,12
00010,恒隆集團s,2018-12-01,5285.0,-0.55,3.88,-0.51,0.8,5.36,3.85,20.62,63.4706,港元,1.0,2018,12
00010,恒隆集團s,2019-12-01,6816.0,28.97,5.01,29.12,1.08,3.36,6.41,21.56,67.0482,港元,1.0,2019,12
00011,恒生銀行s,2015-12-01,27494.0,81.71,14.22,79.77,8.7,12.85,4.76,61.18,74.264,港元,1.0,2015,12
00011,恒生銀行s,2016-12-01,16212.0,-41.03,8.3,-41.63,6.1,23.19,3.17,73.49,73.5552,港元,1.0,2016,12
00011,恒生銀行s,2017-12-01,20018.0,23.48,10.3,24.1,6.7,18.02,3.61,65.05,79.5201,港元,1.0,2017,12
00011,恒生銀行s,2018-12-01,24211.0,20.95,12.48,21.17,7.5,12.97,4.63,60.1,84.7779,港元,1.0,2018,12
00011,恒生銀行s,2019-12-01,24840.0,2.6,12.77,2.32,8.2,10.37,6.19,64.21,93.5276,港元,1.0,2019,12
00012,恒基地產s,2015-12-01,21326.0,27.3,5.87,14.87,1.45,8.09,3.05,24.7,75.9973,港元,1.0,2015,12
00012,恒基地產s,2016-12-01,21916.0,2.77,5.48,-6.64,1.55,8.41,3.36,28.28,72.2043,港元,1.0,2016,12
00012,恒基地產s,2017-12-01,30809.0,40.58,7.0,27.74,1.71,6.59,3.71,24.43,73.1252,港元,1.0,2017,12
00012,恒基地產s,2018-12-01,31157.0,1.13,6.44,-8.0,1.8,4.4,6.35,27.95,71.155,港元,1.0,2018,12
00012,恒基地產s,2019-12-01,16994.0,-45.46,3.51,-45.5,1.8,8.85,5.8,51.28,71.155,港元,1.0,2019,12
00014,希慎興業s,2015-12-01,2903.0,-40.78,2.7317,-40.72,1.32,12.81,3.77,48.32,64.4849,港元,1.0,2015,12
00014,希慎興業s,2016-12-01,1218.0,-58.04,1.1635,-57.41,1.35,38.29,3.03,116.03,64.5634,港元,1.0,2016,12
00014,希慎興業s,2017-12-01,3636.0,198.52,3.4778,198.91,1.37,12.11,3.25,39.39,66.8879,港元,1.0,2017,12
00014,希慎興業s,2018-12-01,6033.0,65.92,5.7666,65.81,1.44,5.13,4.86,24.97,71.1236,港元,1.0,2018,12
00014,希慎興業s,2019-12-01,4845.0,-19.69,4.63,-19.71,1.44,5.4,5.76,31.1,74.3902,港元,1.0,2019,12
00015,盈信控股,2015-03-01,135.0,16.58,0.077,14.41,0.05,8.44,7.69,64.94,1.1892,港元,1.0,2015,3
00015,盈信控股,2016-03-01,772.0,474.34,0.4423,474.42,0.02,2.4,1.89,4.52,1.5834,港元,1.0,2016,3
00015,盈信控股,2017-03-01,142.0,-81.68,0.0807,-81.75,0.02,10.16,2.44,24.78,1.8051,港元,1.0,2017,3
00015,盈信控股,2018-03-01,409.0,188.91,0.2394,196.65,0.02,2.97,2.82,8.35,2.0583,港元,1.0,2018,3
00015,盈信控股,2019-03-01,705.0,72.28,0.4186,74.85,0.02,1.05,4.55,4.78,2.4989,港元,1.0,2019,3
00016,新鴻基地產s,2015-06-01,31082.0,-7.27,11.09,-10.92,3.35,10.89,2.77,30.21,156.8241,港元,1.0,2015,6
00016,新鴻基地產s,2016-06-01,32666.0,5.1,11.31,1.98,3.85,11.96,2.85,34.04,161.9022,港元,1.0,2016,6
00016,新鴻基地產s,2017-06-01,41782.0,27.91,14.43,27.59,4.1,8.12,3.5,28.41,172.0356,港元,1.0,2017,6
00016,新鴻基地產s,2018-06-01,49951.0,19.55,17.24,19.47,4.65,6.78,3.98,26.97,186.0884,港元,1.0,2018,6
00016,新鴻基地產s,2019-06-01,44912.0,-10.09,15.5,-10.09,4.95,6.62,4.82,31.94,195.4469,港元,1.0,2019,6
00017,新世界發展s,2015-06-01,19112.0,96.52,2.17,58.39,0.42,4.75,4.08,19.35,19.8867,港元,1.0,2015,6
00017,新世界發展s,2016-06-01,8666.0,-54.66,0.95,-56.22,0.44,12.04,3.85,46.32,19.1272,港元,1.0,2016,6
00017,新世界發展s,2017-06-01,7676.0,-11.43,0.8,-15.79,0.46,12.36,4.65,57.5,18.9595,港元,1.0,2017,6
00017,新世界發展s,2018-06-01,23338.0,204.05,2.34,192.5,0.48,4.28,4.79,20.51,21.1717,港元,1.0,2018,6
00017,新世界發展s,2019-06-01,18160.0,-22.19,1.78,-23.93,0.51,4.91,5.84,28.65,21.8986,港元,1.0,2019,6
00018,東方報業集團,2015-03-01,61.0,-32.73,0.0253,-32.89,0.04,28.85,5.48,158.1,1.108,港元,1.0,2015,3
00018,東方報業集團,2016-03-01,55.0,-10.16,0.0228,-9.88,0.04,41.67,4.21,175.44,1.0999,港元,1.0,2016,3
00018,東方報業集團,2017-03-01,164.0,200.1,0.0683,199.56,0.16,13.18,17.78,234.26,1.0388,港元,1.0,2017,3
00018,東方報業集團,2018-03-01,158.0,-3.51,0.0659,-3.51,0.31,12.14,38.75,470.41,1.0256,港元,1.0,2018,3
00018,東方報業集團,2019-03-01,81.0,-48.53,0.0339,-48.56,0.03,14.01,6.32,88.5,0.7586,港元,1.0,2019,3
00019,太古股份公司Ａs,2015-12-01,13429.0,21.32,8.93,21.33,3.9,8.84,4.94,43.67,145.1853,港元,1.0,2015,12
00019,太古股份公司Ａs,2016-12-01,9644.0,-28.19,6.41,-28.22,2.1,12.48,2.63,32.76,149.4588,港元,1.0,2016,12
00019,太古股份公司Ａs,2017-12-01,26070.0,170.32,17.34,170.51,2.1,5.35,2.26,12.11,168.582,港元,1.0,2017,12
00019,太古股份公司Ａs,2018-12-01,23629.0,-9.36,15.74,-9.23,3.0,4.14,4.6,19.06,180.093,港元,1.0,2018,12
00019,太古股份公司Ａs,2019-12-01,9007.0,-61.88,6.0,-61.88,3.0,8.17,6.12,50.0,182.0405,港元,1.0,2019,12
00020,會德豐s,2015-12-01,14232.0,-35.34,7.0,-35.36,1.15,9.0,1.83,16.43,99.2529,港元,1.0,2015,12
00020,會德豐s,2016-12-01,16294.0,14.49,8.02,14.57,1.3,7.39,2.19,16.21,105.8461,港元,1.0,2016,12
00020,會德豐s,2017-12-01,20570.0,26.24,10.09,25.81,1.425,5.21,2.71,14.12,118.371,港元,1.0,2017,12
00020,會德豐s,2018-12-01,17239.0,-16.19,8.43,-16.45,1.55,7.04,2.61,18.39,122.5992,港元,1.0,2018,12
00020,會德豐s,2019-12-01,9173.0,-46.79,4.48,-46.86,1.575,11.9,2.95,35.16,130.8071,港元,1.0,2019,12
00021,大中華地產控股,2015-12-01,-7.0,79.43,-0.0022,79.25,0.0,-110.91,0.0,0.0,0.3108,港元,1.0,2015,12
00021,大中華地產控股,2016-12-01,-3.0,51.77,-0.0011,50.0,0.0,-240.91,0.0,0.0,0.2808,港元,1.0,2016,12
00021,大中華地產控股,2017-12-01,-75.0,-2044.16,-0.0226,-1954.55,0.0,-7.48,0.0,0.0,0.2935,港元,1.0,2017,12
00021,大中華地產控股,2018-12-01,42.0,-2044.16,0.0126,-1954.55,0.0,8.41,0.0,0.0,0.2717,港元,1.0,2018,12
00021,大中華地產控股,2019-12-01,-4.0,-2044.16,-0.001,-1954.55,0.0,-97.0,0.0,0.0,0.237,港元,1.0,2019,12
00022,茂盛控股,2015-03-01,36.0,-34.57,0.0275,-34.52,0.0,8.07,0.0,0.0,0.2957,港元,1.0,2015,3
00022,茂盛控股,2016-03-01,36.0,-0.8,0.0273,-0.73,0.0,11.54,0.0,0.0,0.323,港元,1.0,2016,3
00022,茂盛控股,2017-03-01,-1.0,-0.8,-0.0004,-0.73,0.0,-687.5,0.0,0.0,0.3226,港元,1.0,2017,3
00022,茂盛控股,2018-03-01,0.0,79.26,-0.0001,75.0,0.0,-2120.0,0.0,0.0,0.3225,港元,1.0,2018,3
00022,茂盛控股,2019-03-01,1.0,79.26,0.0008,75.0,0.0,150.0,0.0,0.0,0.2972,港元,1.0,2019,3
00023,東亞銀行s,2015-12-01,5522.0,-17.1,1.95,-28.31,0.88,17.18,2.63,45.13,29.312,港元,1.0,2015,12
00023,東亞銀行s,2016-12-01,3723.0,-32.58,1.21,-37.95,0.56,27.81,1.66,46.28,29.0163,港元,1.0,2016,12
00023,東亞銀行s,2017-12-01,9347.0,151.06,3.21,165.29,1.28,9.31,4.28,39.88,32.3624,港元,1.0,2017,12
00023,東亞銀行s,2018-12-01,6509.0,-30.36,2.07,-35.51,1.18,8.35,6.83,57.0,32.2649,港元,1.0,2018,12
00023,東亞銀行s,2019-12-01,3260.0,-49.92,0.89,-57.0,0.46,18.07,2.86,51.69,32.7853,港元,1.0,2019,12
00024,寶威控股,2014-12-01,-279.0,-7511.89,-0.0609,-7512.5,0.0,-4.93,0.0,0.0,0.2702,港元,1.0,2014,12
00024,寶威控股,2015-12-01,-123.0,55.77,-0.0257,57.8,0.0,-7.86,0.0,0.0,0.2478,港元,1.0,2015,12
00024,寶威控股,2016-12-01,-208.0,-68.4,-0.0412,-60.31,0.0,-8.37,0.0,0.0,0.1916,港元,1.0,2016,12
00024,寶威控股,2017-12-01,-8.0,96.29,-0.0015,96.36,0.0,-92.67,0.0,0.0,0.1986,港元,1.0,2017,12
00024,寶威控股,2018-12-01,-109.0,-1319.26,-0.0216,-1340.0,0.0,-3.29,0.0,0.0,0.1614,港元,1.0,2018,12
00025,其士國際集團s,2015-03-01,1537.0,226.8,5.21,215.76,1.2,2.37,9.72,23.03,26.2983,港元,1.0,2015,3
00025,其士國際集團s,2016-03-01,315.0,-79.5,1.05,-79.85,0.7,13.54,4.92,66.67,25.8331,港元,1.0,2016,3
00025,其士國際集團s,2017-03-01,540.0,71.48,1.79,70.48,0.6,6.67,5.03,33.52,26.3952,港元,1.0,2017,3
00025,其士國際集團s,2018-03-01,908.0,68.05,3.01,68.16,1.75,3.93,14.78,58.14,28.9232,港元,1.0,2018,3
00025,其士國際集團s,2019-03-01,655.0,-27.91,2.17,-27.91,0.5,4.47,5.15,23.04,29.8795,港元,1.0,2019,3
00026,中華汽車s,2015-06-01,465.0,-30.21,10.25,-29.89,2.3,7.51,2.99,22.44,166.8518,港元,1.0,2015,6
00026,中華汽車s,2016-06-01,349.0,-24.88,7.71,-24.78,2.4,13.23,2.35,31.13,167.9442,港元,1.0,2016,6
00026,中華汽車s,2017-06-01,628.0,79.7,13.86,79.77,3.0,7.0,3.09,21.65,178.3162,港元,1.0,2017,6
00026,中華汽車s,2018-06-01,942.0,50.11,20.8,50.07,3.2,4.69,3.28,15.38,196.5873,港元,1.0,2018,6
00026,中華汽車s,2019-06-01,1391.0,47.63,30.71,47.64,21.3,3.22,21.52,69.36,222.982,港元,1.0,2019,6
00027,銀河娛樂s,2015-12-01,4161.0,-59.76,0.978,-59.9,0.29,38.04,0.78,29.65,9.6466,港元,1.0,2015,12
00027,銀河娛樂s,2016-12-01,6283.0,51.01,1.473,50.61,0.44,47.08,0.63,29.87,10.8495,港元,1.0,2016,12
00027,銀河娛樂s,2017-12-01,10504.0,67.18,2.451,66.4,0.74,22.79,1.32,30.19,12.8783,港元,1.0,2017,12
00027,銀河娛樂s,2018-12-01,13507.0,28.59,3.128,27.62,0.95,17.17,1.77,30.37,14.4001,港元,1.0,2018,12
00027,銀河娛樂s,2019-12-01,13042.0,-3.45,3.011,-3.74,0.91,16.37,1.85,30.22,16.9798,港元,1.0,2019,12
00028,天安s,2015-12-01,2600.0,102.41,1.7256,102.42,0.15,3.58,2.43,8.69,11.3742,港元,1.0,2015,12
00028,天安s,2016-12-01,5713.0,119.73,3.79,119.63,0.0,1.29,0.0,0.0,14.2777,港元,1.0,2016,12
00028,天安s,2017-12-01,2054.0,-64.04,1.36,-64.12,0.2,3.2,4.6,14.71,15.5467,港元,1.0,2017,12
00028,天安s,2018-12-01,1251.0,-39.09,0.83,-38.97,0.2,3.63,6.64,24.1,15.8505,港元,1.0,2018,12
00028,天安s,2019-12-01,1346.0,7.57,0.89,7.23,0.2,3.47,6.47,22.47,15.8505,港元,1.0,2019,12
00029,達力集團s,2015-06-01,102.0,6.96,0.463,6.93,0.055,10.56,1.12,11.88,9.0007,港元,1.0,2015,6
00029,達力集團s,2016-06-01,95.0,-6.4,0.427,-7.78,0.055,18.13,0.71,12.88,8.4768,港元,1.0,2016,6
00029,達力集團s,2017-06-01,116.0,21.57,0.514,20.37,0.055,12.26,0.87,10.7,8.7889,港元,1.0,2017,6
00029,達力集團s,2018-06-01,126.0,9.11,0.56,8.95,0.065,23.11,0.5,11.61,9.5437,港元,1.0,2018,6
00029,達力集團s,2019-06-01,49.0,-61.36,0.215,-61.61,0.07,51.91,0.63,32.56,9.1784,港元,1.0,2019,6
00030,萬隆控股集團,2015-03-01,-82.0,-250.87,-0.0463,-185.8,0.0,-2.05,0.0,0.0,0.1494,港元,1.0,2015,3
00030,萬隆控股集團,2016-03-01,-34.0,59.25,-0.0145,68.68,0.0,-17.93,0.0,0.0,0.1342,港元,1.0,2016,3
00030,萬隆控股集團,2017-03-01,-198.0,-490.03,-0.0604,-316.55,0.0,-3.18,0.0,0.0,0.0759,港元,1.0,2017,3
00030,萬隆控股集團,2018-03-01,-1.0,99.26,-0.0003,99.5,0.0,-850.0,0.0,0.0,0.1021,港元,1.0,2018,3
00030,萬隆控股集團,2019-03-01,44.0,99.26,0.0076,99.5,0.0,32.89,0.0,0.0,0.1185,港元,1.0,2019,3
00031,航天控股,2015-12-01,985.0,136.88,0.3192,136.97,0.01,3.23,0.97,3.13,1.8495,港元,1.0,2015,12
00031,航天控股,2016-12-01,796.0,-19.15,0.2581,-19.14,0.02,3.22,2.41,7.75,2.0065,港元,1.0,2016,12
00031,航天控股,2017-12-01,486.0,-38.93,0.1576,-38.94,0.03,3.68,5.17,19.04,2.2984,港元,1.0,2017,12
00031,航天控股,2018-12-01,404.0,-16.88,0.131,-16.88,0.01,3.02,2.53,7.63,2.2963,港元,1.0,2018,12
00031,航天控股,2019-12-01,338.0,-16.27,0.1097,-16.26,0.02,3.69,4.94,18.23,2.2963,港元,1.0,2019,12
00032,港通控股s,2015-12-01,620.0,31.26,1.66,30.71,0.35,6.98,3.02,21.08,12.8898,港元,1.0,2015,12
00032,港通控股s,2016-12-01,410.0,-33.78,1.1,-33.73,0.35,11.73,2.71,31.82,13.3616,港元,1.0,2016,12
00032,港通控股s,2017-12-01,1180.0,187.52,3.17,188.18,0.38,3.4,3.53,11.99,16.9724,港元,1.0,2017,12
00032,港通控股s,2018-12-01,447.0,-62.09,1.2,-62.15,0.4,9.43,3.53,33.33,18.5038,港元,1.0,2018,12
00032,港通控股s,2019-12-01,727.0,62.57,1.95,62.5,0.42,5.7,3.78,21.54,4.507,港元,1.0,2019,12
00033,雲銅股份,2015-12-01,-64.0,14.57,-0.0114,65.14,0.0,-7.63,0.0,0.0,0.0386,港元,1.0,2015,12
00033,雲銅股份,2016-12-01,-113.0,-76.61,-0.0128,-12.28,0.0,-8.83,0.0,0.0,0.05,港元,1.0,2016,12
00033,雲銅股份,2017-12-01,-141.0,-24.63,-0.0151,-17.97,0.0,-3.51,0.0,0.0,0.0369,港元,1.0,2017,12
00033,雲銅股份,2018-12-01,-103.0,27.07,-0.1105,-631.79,0.0,-0.87,0.0,0.0,0.0285,港元,1.0,2018,12
00033,雲銅股份,2019-12-01,-323.0,-213.29,-0.3452,-212.4,0.0,-0.3,0.0,0.0,-0.0556,港元,1.0,2019,12
00034,九龍建業s,2015-12-01,1202.0,15.5,1.04,15.56,0.58,8.27,6.74,55.77,19.8962,港元,1.0,2015,12
00034,九龍建業s,2016-12-01,947.0,-21.24,0.82,-21.15,0.6,10.85,6.74,73.17,20.4919,港元,1.0,2016,12
00034,九龍建業s,2017-12-01,1635.0,72.7,1.41,71.95,0.65,6.95,6.63,46.1,21.1669,港元,1.0,2017,12
00034,九龍建業s,2018-12-01,2193.0,34.15,1.86,31.91,0.72,4.46,8.69,38.71,21.8218,港元,1.0,2018,12
00034,九龍建業s,2019-12-01,2450.0,11.69,2.08,11.83,0.78,4.22,8.89,37.5,21.8218,港元,1.0,2019,12
00035,遠東發展s,2015-03-01,957.0,4.65,0.51,0.0,0.16,4.9,6.4,31.37,4.7779,港元,1.0,2015,3
00035,遠東發展s,2016-03-01,734.0,-23.22,0.37,-27.45,0.16,11.08,3.9,43.24,4.7568,港元,1.0,2016,3
00035,遠東發展s,2017-03-01,1118.0,52.19,0.51,37.84,0.185,8.82,4.11,36.27,4.8213,港元,1.0,2017,3
00035,遠東發展s,2018-03-01,1567.0,40.18,0.69,35.29,0.22,5.46,5.84,31.88,5.6351,港元,1.0,2018,3
00035,遠東發展s,2019-03-01,1714.0,9.38,0.74,7.25,0.22,3.51,8.46,29.73,5.7036,港元,1.0,2019,3
00036,遠東控股國際,2015-12-01,69.0,167.35,0.0729,67.97,0.0,10.56,0.0,0.0,0.7935,港元,1.0,2015,12
00036,遠東控股國際,2016-12-01,-54.0,167.35,-0.0495,67.97,0.0,-16.16,0.0,0.0,0.7436,港元,1.0,2016,12
00036,遠東控股國際,2017-12-01,69.0,167.35,0.0638,67.97,0.0,6.19,0.0,0.0,0.8077,港元,1.0,2017,12
00036,遠東控股國際,2018-12-01,-106.0,167.35,-0.0973,67.97,0.0,-1.44,0.0,0.0,0.7132,港元,1.0,2018,12
00036,遠東控股國際,2019-12-01,-132.0,-24.83,-0.1215,-24.87,0.0,-1.13,0.0,0.0,0.7132,港元,1.0,2019,12
00037,遠東酒店實業,2015-03-01,-68.0,-1464.1,-0.115,-1192.13,0.0,-3.35,0.0,0.0,0.4853,港元,1.0,2015,3
00037,遠東酒店實業,2016-03-01,-11.0,84.49,-0.0176,84.7,0.0,-26.14,0.0,0.0,0.4711,港元,1.0,2016,3
00037,遠東酒店實業,2017-03-01,-5.0,54.74,-0.0079,55.11,0.0,-48.1,0.0,0.0,0.4593,港元,1.0,2017,3
00037,遠東酒店實業,2018-03-01,7.0,54.74,0.0122,55.11,0.0,20.49,0.0,0.0,0.4835,港元,1.0,2018,3
00037,遠東酒店實業,2019-03-01,-10.0,54.74,-0.0157,55.11,0.0,-7.64,0.0,0.0,0.4667,港元,1.0,2019,3
00038,第一拖拉機股份,2015-12-01,159.0,-23.95,0.1598,-23.94,0.0482,27.9,1.08,30.17,5.5196,港元,1.1761,2015,12
00038,第一拖拉機股份,2016-12-01,248.0,55.96,0.2495,56.09,0.0633,11.7,2.17,25.39,6.1411,港元,1.11125,2016,12
00038,第一拖拉機股份,2017-12-01,68.0,-72.7,0.0686,-72.51,0.0,30.62,0.0,0.0,5.834,港元,1.1989,2017,12
00038,第一拖拉機股份,2018-12-01,-1480.0,-72.7,-1.5016,-72.51,0.0,-0.92,0.0,0.0,4.6279,港元,1.1386,2018,12
00038,第一拖拉機股份,2019-12-01,69.0,-72.7,0.0697,-72.51,0.0,23.95,0.0,0.0,4.6279,港元,1.1175,2019,12
00039,中國北大荒,2015-12-01,19.0,-83.52,0.0051,-86.82,0.0,84.31,0.0,0.0,0.4309,港元,1.0,2015,12
00039,中國北大荒,2016-12-01,7.0,-62.82,0.0015,-70.59,0.0,233.33,0.0,0.0,0.1981,港元,1.0,2016,12
00039,中國北大荒,2018-12-01,5.0,-95.96,0.0008,-96.36,0.0,75.0,0.0,0.0,0.2597,港元,1.0,2018,12
00039,中國北大荒,2019-12-01,-291.0,-95.96,-0.0494,-96.36,0.0,-1.19,0.0,0.0,0.1975,港元,1.0,2019,12
00040,金山工業,2015-03-01,52.0,-95.96,0.066,-96.36,0.05,11.36,6.67,75.76,1.7918,港元,1.0,2015,3
00040,金山工業,2016-03-01,19.0,-63.69,0.024,-63.64,0.035,31.25,4.67,145.83,1.6867,港元,1.0,2016,3
00040,金山工業,2017-03-01,20.0,7.5,0.026,8.33,0.024,33.85,2.73,92.31,1.6163,港元,1.0,2017,3
00040,金山工業,2018-03-01,20.0,1.23,0.026,0.0,0.024,31.15,2.96,92.31,1.9368,港元,1.0,2018,3
00040,金山工業,2019-03-01,61.0,201.83,0.078,200.0,0.042,8.72,6.18,53.85,1.8001,港元,1.0,2019,3
00041,鷹君s,2015-12-01,3312.0,56.6,4.98,54.18,2.74,7.73,7.12,55.02,81.737,港元,1.0,2015,12
00041,鷹君s,2016-12-01,2770.0,-16.38,4.1,-17.67,1.25,9.52,3.2,30.49,82.4351,港元,1.0,2016,12
00041,鷹君s,2017-12-01,8818.0,218.36,12.83,212.93,1.78,3.06,4.53,13.87,93.6242,港元,1.0,2017,12
00041,鷹君s,2018-12-01,5811.0,-34.1,8.33,-35.07,0.83,2.8,3.55,9.96,99.2673,港元,1.0,2018,12
00041,鷹君s,2019-12-01,-338.0,-34.1,-0.48,-35.07,1.33,-47.08,5.88,-277.08,97.2954,港元,1.0,2019,12
00042,東北電氣,2015-12-01,6.0,-24.63,0.0066,-47.22,0.0,122.99,0.0,0.0,0.3999,港元,1.1761,2015,12
00042,東北電氣,2016-12-01,-111.0,-24.63,-0.1266,-47.22,0.0,-6.4,0.0,0.0,0.258,港元,1.11125,2016,12
00042,東北電氣,2017-12-01,-476.0,-330.56,-0.5395,-326.25,0.0,-1.5,0.0,0.0,-0.2727,港元,1.1989,2017,12
00042,東北電氣,2018-12-01,17.0,-330.56,0.0228,-326.25,0.0,18.44,0.0,0.0,0.0112,港元,1.1386,2018,12
